Date,Temperature (°F),Dew Point (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),Precipitation (in),R0orig,R0alp,R0dlt,R0omi
2020-03-01,40.8,32.7,73.2,16.3,28.6,0.0,,,,
2020-03-02,39.4,33.9,81.7,9.2,28.7,0.0,,,,
2020-03-03,38.8,33.8,83.3,10.8,29.0,0.0,,,,
2020-03-04,38.5,35.1,89.1,6.3,29.2,0.0,,,,
2020-03-05,38.7,37.9,97.1,14.0,28.8,0.0,,,,
2020-03-06,39.1,32.0,77.4,8.3,29.1,0.0,1.0000000148529775,,,
2020-03-07,44.0,39.7,85.0,12.0,29.4,0.0,1.0000000148529775,,,
2020-03-08,47.0,41.3,80.7,18.1,29.1,0.0,1.0000000148529775,,,
2020-03-09,43.1,38.6,84.7,15.4,29.2,0.0,1.0000000148529775,,,
2020-03-10,52.0,48.8,89.1,25.3,29.1,0.0,1.0000000148529775,,,
2020-03-11,49.0,42.8,79.3,17.0,29.2,0.0,1.0000000148529775,,,
2020-03-12,42.4,34.1,72.4,23.9,29.2,0.0,1.0000000148529775,,,
2020-03-13,43.5,36.5,76.3,13.0,29.4,0.0,1.0000000148529775,,,
2020-03-14,46.0,42.3,87.2,10.8,29.3,0.0,10.205665243777867,,,
2020-03-15,46.2,43.5,89.1,13.3,29.2,0.0,1.0000000297059557,,,
2020-03-16,42.7,35.9,77.8,9.2,29.6,0.0,7.966909347273807,,,
2020-03-17,46.4,41.7,84.2,12.4,29.7,0.0,3.5780251038279887,,,
2020-03-18,50.0,46.7,89.4,11.5,29.6,0.0,5.658775000939447,,,
2020-03-19,41.6,40.5,96.2,9.3,29.7,0.0,5.797851393294746,,,
2020-03-20,41.5,36.7,83.5,14.5,29.8,0.0,2.739942471028108,,,
2020-03-21,40.3,30.1,70.0,12.9,29.7,0.0,1.8888910361042448,,,
2020-03-22,39.9,31.1,73.2,10.2,29.7,0.0,4.8449242546997455,,,
2020-03-23,41.6,30.3,66.1,11.1,29.7,0.0,2.6611324125922207,,,
2020-03-24,44.7,29.8,59.1,8.8,29.7,0.0,1.0000003416185943,,,
2020-03-25,43.3,25.9,52.3,6.8,29.7,0.0,4.4879388047883335,,,
2020-03-26,41.2,28.0,63.3,9.8,29.6,0.0,3.8883304175374014,,,
2020-03-27,41.7,33.6,76.2,13.0,29.7,0.0,6.453618129398659,,,
2020-03-28,40.9,35.2,80.0,18.3,29.8,0.0,14.26848382700564,,,
2020-03-29,37.9,27.4,68.2,19.8,30.1,0.0,13.075103311635615,,,
2020-03-30,39.9,33.9,80.8,12.5,30.0,0.0,5.644133754592493,,,
2020-03-31,40.9,33.1,75.8,10.3,29.9,0.0,22.350020674939184,,,
2020-04-01,39.5,31.0,72.6,6.5,29.6,0.0,83.68669276376038,,,
2020-04-02,46.8,37.7,71.3,11.0,29.4,0.0,36.49907697462184,,,
2020-04-03,46.7,35.9,67.1,6.3,29.5,0.0,94.74920411212328,,,
2020-04-04,47.8,36.3,66.8,7.8,29.5,0.0,279.2432910896534,,,
2020-04-05,54.9,36.2,53.7,11.6,29.4,0.0,707.5005563377141,,,
2020-04-06,54.3,41.0,63.4,11.9,29.4,0.0,13.119136353954527,,,
2020-04-07,52.6,38.2,60.2,7.3,29.8,0.0,4.101019269172667,,,
2020-04-08,56.6,44.2,64.8,5.1,29.7,0.0,7.185042749181459,,,
2020-04-09,57.9,44.0,62.2,7.7,29.7,0.0,2.082915850148785,,,
2020-04-10,56.0,43.9,66.0,10.0,29.7,0.0,6.381281029045022,,,
2020-04-11,59.7,43.9,59.3,5.7,29.6,0.0,3.0790875541751275,,,
2020-04-12,58.8,45.3,63.8,6.8,29.4,0.0,0.7441075089058748,,,
2020-04-13,43.9,34.1,69.9,17.0,29.7,0.0,2.712927414205452,,,
2020-04-14,43.6,31.0,62.0,6.5,29.8,0.0,5.109278511597258,,,
2020-04-15,48.0,34.6,63.3,5.8,29.6,0.0,2.849717067952015,,,
2020-04-16,52.9,39.9,64.6,6.4,29.4,0.0,2.251519768939732,,,
2020-04-17,49.2,42.4,77.4,12.2,29.5,0.0,1.160669431354869,,,
2020-04-18,45.8,43.0,90.8,8.5,29.5,0.0,2.4574854836771096,,,
2020-04-19,49.1,39.4,73.2,11.1,29.6,0.0,1.1809865665847743,,,
2020-04-20,49.2,37.5,68.2,14.1,29.5,0.0,1.4668723817199234,,,
2020-04-21,51.5,38.2,64.1,13.7,29.5,0.0,2.3154808972057404,,,
2020-04-22,53.4,40.7,66.5,10.3,29.5,0.0,1.6033433485672626,,,
2020-04-23,54.6,44.3,72.2,8.6,29.5,0.0,1.0613081405409082,,,
2020-04-24,52.5,42.3,72.4,6.4,29.4,0.0,1.0021738191360607,,,
2020-04-25,48.0,40.4,77.3,5.6,29.4,0.0,1.5015606897724378,,,
2020-04-26,53.7,39.9,64.3,5.1,29.3,0.0,1.1969292047758315,,,
2020-04-27,52.4,44.1,73.5,6.5,29.2,0.0,1.3353898269227775,,,
2020-04-28,44.5,41.7,90.4,10.3,29.1,0.0,1.7651882883750825,,,
2020-05-01,48.1,42.4,81.3,11.7,28.9,0.0,1.2112553907294603,,,
2020-05-02,50.2,39.5,69.5,10.0,29.3,0.0,0.9772867763586304,,,
2020-05-03,50.5,42.9,76.0,3.9,29.4,0.0,1.07986644911458,,,
2020-05-04,51.2,44.0,76.6,7.7,29.5,0.0,0.9927068275209042,,,
2020-05-05,48.0,37.1,69.1,12.6,29.6,0.0,1.2043724616596525,,,
2020-05-06,48.9,37.8,68.8,7.1,29.7,0.0,1.153441568095102,,,
2020-05-07,55.7,44.5,70.2,5.3,29.6,0.0,1.1728956236554444,,,
2020-05-08,62.4,47.8,61.0,4.8,29.5,0.0,1.1950244970157995,,,
2020-05-09,62.0,44.7,55.7,5.0,29.3,0.0,0.9664665076150912,,,
2020-05-10,49.1,41.6,75.9,15.7,29.3,0.0,1.096370268896837,,,
2020-05-11,43.0,31.0,63.5,16.9,29.6,0.0,1.1989607493753909,,,
2020-05-12,45.6,32.4,62.7,6.9,29.6,0.0,1.3329483971127272,,,
2020-05-13,44.3,32.4,65.1,12.4,29.5,0.0,1.0485544112943879,,,
2020-05-14,44.5,31.5,64.1,8.9,29.6,0.0,1.0360737731399905,,,
2020-05-15,49.7,36.7,63.2,7.8,29.6,0.0,1.0155040289922097,,,
2020-05-16,51.3,37.8,62.1,8.2,29.7,0.0,1.0076968251027767,,,
2020-05-17,55.3,42.4,63.8,8.3,29.6,0.0,1.2947247348965163,,,
2020-05-18,58.9,42.9,59.8,13.5,29.6,0.0,1.0372780265138268,,,
2020-05-19,63.2,51.3,67.0,10.0,29.6,0.0,1.0927674400987046,,,
2020-05-20,67.8,48.7,53.6,6.7,29.6,0.0,1.083305711571052,,,
2020-05-21,66.4,46.5,50.9,5.9,29.5,0.0,1.1021050807056882,,,
